Traditional,POS,Redirect,RP,GA,PhonEng
salami,,,sa#l'Ami:,,s@l'Ami:
salamis,,,sa#l'Ami:z,,s'al@mIs
salangane,,,s'ala#NgeIn,,s'al@NgeIn
salariat,,,sal'e@rIat,sal'ErIat,s@l'e@i:@t
salaried,,,s'al@ri:d,s'al@`ri:d,s'al@`i:d
salaries,,,s'al@ri:z,s'al@`ri:z,s'al@`i:z
salary,,,s'al@ri:,s'al@`ri:,s'al@`i:
salarymen,,,s'alArImEn,,s'al@`i:m@n
Salas,,,s'Al@z,,s'QlQz
Salazar,,,s'ala#zA,s'ala#zAr,s'al@zQr
sale,,,s'eIl,,
saleable,,salable
Salem,,,s'eIl@m,,
salep,,,s'eIl@p,,s'alEp
saleratus,,,s'al@rat@s,s'al@`rat@s,sal@`'eIt@s
Salerno,,,sa#l'e@noU,sa#l'ErnoU,s@l'ErnoU
saleroom,,,s'eIlru:m,,
sales,,,s'eIlz,,
salesclerk,,,s'eIlskl3:k,,s'eIlzkl3:k
salesgirl,,,s'eIlsg3:l,,s'eIlzg3:l
Salesian,,,seIl'i:zi:@n,seIl'i:Z@n,s@l'i:Z@n
saleslady,,,s'eIlsleIdi:,,s'eIlzleIdi:
salesman,,,s'eIlzm@n,,
salesmanship,,,s'eIlzm@nSIp,,
salesmen,,,s'eIlzmEn,,s'eIlzmIn
salespeople,,,s'eIlspi:p@l,,s'eIlzpi:p@l
salesperson,,,s'eIlsp@s@n,s'eIlsp@`s@n,s'eIlzp3:s@n
salesroom,,,s'eIlsru:m,,s'eIlzru:m
saleswoman,,,s'eIlswUm@n,,s'eIlzwUm@n
saleswomen,,,s'eIlswImIn,,s'eIlzwIm@n
Salford,,,s'Qlf@d,s'Alf@`d,
Salian,,,s'eIli:@n,,
salic,,,s'alIk,,
salicaceous,,,salIk'eIS@s,,sal@k'eIS@s
salicet,,,s'alIsIt,,
salicin,,,s'alIsIn,,
salicional,,,s'alIS@n@l,,s@l'IS@n@l
salicylate,,,s'alIsIleIt,,s@l'Is@leIt
salicylic,,,salIs'IlIk,,
salience,,,s'eIli:@ns,,
salient,,,s'eIli:@nt,,
salientian,,,seIlI'EnS@n,,seIli:'EnSi:@n
saliferous,,,sal'If@r@s,sal'If@`r@s,s@l'If@`@s
salify,,,s'alIfaI,,s'al@faI
salina,,,seIl'i:n@,,s@l'aIn@
salinas,,,seIl'i:n@z,,s@l'i:n@s
salinate,,,s'eIlIneIt,s'eIlI#neIt,
salination,,,seIlIn'eIS@n,seIlI#n'eIS@n,
saline,,,s'eIlaIn,s'eIli:n,
Salinger,,,s'eIlINg@,s'eIlINg@`,s'eIlIN@`
salinisation,,salinization
salinity,,,seIl'InIti:,,s@l'InIti:
salinization,,,seIlInaIz'eIS@n,,salInaIz'eIS@n
salinize,,,s'eIlInaIz,,
salinometer,,,seIlIn'QmIt@,seIlIn'AmIt@`,sal@n'QmIt@`
Salisbury,,,s'O:lsbri:,,s'alzb@`i:
Salish,,,s'alIS,,s'eIlIS
Salishan,,,s'alIS@n,,s'eIlIS@n
saliva,,,sa#l'aIv@,,s@l'aIv@
salivary,,,s'alIv@ri:,s'alIvEri:,s@l'Ive@i:
salivate,,,s'alIveIt,s'alI#veIt,
salivated,,,s'alIveItId,s'alI#veItI#d,s'al@veIt@d
salivating,,,s'alIveItIN,s'alI#veItIN,s'al@veItIN
salivation,,,salIv'eIS@n,,sal@v'eIS@n
salivator,,,s'alIveIt@,s'alI#veIt@`,s'al@veIt@`
Salk,,,s'alk,,s'Alk
sall,,,s'O:l,,
salle,,,s'al,,s'eIl
sallee,,,s'ali:,,
sallenders,,,s'alEnd@z,s'alEnd@`z,s'al@nd@z
sallet,,,s'alIt,,
Sallie,,,s'ali:,,
sallies,,,s'ali:z,,
sallow,,,s'aloU,,
sallowy,,,s'aloUi:,,
Sallust,,,s'alVst,,s'al@st
sally,,,s'ali:,,
salmagundi,,,salma#g'VndI,salma#g'Vndi:,salm@g'Vndi:
Salmanazar,,,s'alma#nazA,s'alma#nazAr,salm@n'az@`
salmi,,,s'almi:,,
salmon,,,s'am@n,,
salmonberry,,,s'alm@nb@ri:,s'alm@nbEri:,s'am@nbEri:
salmonella,,,salmoUn'El@,,salm@n'El@
salmonoid,,,s'alm@nOId,,
salmons,,,s'am@nz,,
salol,,,s'alQl,s'alAl,s'aloUl
Salome,,,s'aloUm,,s@l'oUmi:
salon,,,s'alQn,sa#l'An,s@l'Qn
Salonika,,,s'al@nIk@,,sal@n'i:k@
salons,,,s'alQnz,sa#l'Anz,s@l'Qnz
saloon,,,sa#l'u:n,,s@l'u:n
saloons,,,sa#l'u:nz,,s@l'u:nz
saloop,,,s'alu:p,,s@l'u:p
salop,,,s'al@p,,
Salopian,,,sal'oUpi:@n,,s@l'oUpi:@n
salpa,,,s'alp@,,
salpiform,,,s'alpIfO:m,s'alpIfO:rm,s'alp@fO:rm
salpiglossis,,,salpIgl'QsIs,salpIgl'O:sIs,salp@gl'QsIs
salpingian,,,salp'INgi:@n,,salp'IndZi:@n
salpingitic,,,salpIndZ'ItIk,,
salpingitis,,,salpIndZ'aItIs,,
salpingotomy,,,salpINg'Qt@mI,salpINg'At@mi:,
salpinx,,,s'alpINks,,
salsa,,,s'als@,,s'O:ls@
salsify,,,s'alsIfaI,,s'als@faI
salt,,,s'Qlt,s'Alt,
Salta,,,s'Qlt@,s'Alt@,s'AltA
saltando,,,sQlt'andoU,sAlt'andoU,sAlt'AndoU
saltant,,,s'Qlt@nt,s'Alt@nt,s'alt@nt
saltarelli,,,sQlt@r'Eli:,sAlt@`r'Eli:,sO:ltQr'Eli:
saltarello,,,sQlt@r'EloU,sAlt@`r'EloU,salt@`'EloU
saltation,,,sQlt'eIS@n,sAlt'eIS@n,salt'eIS@n
saltato,,,sQlt'AtoU,sAlt'AtoU,
saltatorial,,,sQlta#t'O:rI@l,sAlta#t'orI@l,salt@t'ori:@l
saltatory,,,s'Qlt@t@ri:,s'Alt@tori:,s'alt@tori:
saltbox,,,s'QltbQks,s'AltbAks,s'O:ltbQks
saltbush,,,s'QltbUS,s'AltbUS,
saltcellar,,,s'QltsEl@,s'AltsEl@`,
salted,,,s'QltId,s'AltI#d,s'AltId
salter,,,s'Qlt@,s'Alt@`,
saltern,,,s'Qlt@n,s'Alt@`n,
salters,,,s'Qlt@z,s'Alt@`z,s'O:lt@`z
saltier,,,s'QltI@,s'AltI@`,s'Alti:@`
saltigrade,,,s'QltIgreId,s'AltIgreId,s'alt@greId
Saltillo,,,sQlt'IloU,sAlt'IloU,sAlt'i:jQ
saltimbanco,,,sQltImb'ankoU,sAltImb'ankoU,saltImb'aNkoU
saltimbocca,,,s'QltImbQk@,s'AltImbAk@,saltImb'Ak@
saltine,,,s'Qlti:n,s'Alti:n,sAlt'i:n
salting,,,s'QltIN,s'AltIN,s'O:ltIN
saltire,,,s'QltaI@,s'AltaI@`,
saltish,,,s'QltIS,s'AltIS,
saltishly,,,s'QltISli:,s'AltISli:,
saltishness,,,s'QltISn@s,s'AltISn@s,s'AltISnEs
saltless,,,s'Qltl@s,s'Altl@s,s'AltlIs
saltlike,,,s'QltlaIk,s'AltlaIk,s'O:ltlaIk
saltness,,,s'Qltn@s,s'Altn@s,s'AltnIs
salto,,,s'QltoU,s'AltoU,s'AltQ
Salton,,,s'Qlt@n,s'Alt@n,s'O:lt@n
saltpeter,,,s'QltpEt@,s'AltpEt@`,sAltp'i:t@`
saltpetre,,saltpeter
salts,,,s'Qlts,s'Alts,s'O:lts
saltus,,,s'Qlt@s,s'Alt@s,s'alt@s
saltwater,,,s'QltwO:t@,s'AltwO:t@`,s'Altw'Qt@`
saltworks,,,s'Qltw3:ks,s'Altw3:ks,
saltwort,,,s'QltwO:t,s'Altwort,s'Altw3:t
salty,,,s'Qlti:,s'Alti:,
salubrious,,,sal'u:brI@s,,s@l'u:bri:@s
salubriously,,,sal'u:brI@sli:,,s@l'u:bri:@sli:
salubriousness,,,sal'u:brI@sn@s,,s@l'u:bri:@snEs
salubrity,,,sal'u:brIti:,,s@l'u:brIti:
saluki,,,s'alu:ki:,,s@l'u:ki:
salukis,,,s'alu:ki:z,,sAl'u:ki:s
salutary,,,s'alu:t@ri:,s'alu:tEri:,s'alj@te@i:
salutation,,,salu:t'eIS@n,,salj@t'eIS@n
salutations,,,salu:t'eIS@nz,,
salutatorian,,,salu:ta#t'O:ri:@n,salu:ta#t'ori:@n,s@lu:t@t'O:ri:@n
salutatory,,,s'alu:t@t@ri:,s'alu:t@tori:,s@lj'u:t@t@`i:
salute,,,s@l'u:t,,
saluted,,,s@l'u:tId,s@l'u:tI#d,s@l'u:t@d
salutes,,,s@l'u:ts,,
salutiferous,,,s@lu:t'If@r@s,s@lu:t'If@`r@s,salju:t'If@`@s
saluting,,,s@l'u:tIN,,
salvable,,,s'alv@b@l,,
Salvador,,,s'alva#dO:,s'alva#dor,s'alv@dO:r
Salvadoran,,,s'alva#dO:r@n,s'alva#dor@n,s'alv@dO:r@n
Salvadorans,,,s'alva#dO:r@nz,s'alva#dor@nz,salv@d'O:r@nz
salvage,,,s'alvIdZ,,
salvageable,,,s'alvIdZ@b@l,,
salvaged,,,s'alvIdZd,,
salvager,,,s'alvIdZ@,s'alvIdZ@`,
salvagers,,,s'alvIdZ@z,s'alvIdZ@`z,
salvaging,,,s'alvIdZIN,,
salvarsan,,,s'alvAs@n,s'alvArs@n,s'alv@`san
salvation,,,salv'eIS@n,,
salvationist,,,salv'eIS@nIst,,
Salvatore,,,s'alvat@,s'alvat@`,salv@t'O:ri:
salve,,,s'alv,,s'av
salver,,,s'alv@,s'alv@`,
salverform,,,s'alv@fO:m,s'alv@`fO:rm,
salvers,,,s'alv@z,s'alv@`z,
salves,,,s'alvz,,s'Qvz
salvia,,,s'alvi:@,,
salvo,,,s'alvoU,,
salvor,,,s'alv@,s'alv@`,
salvos,,,s'alvoUz,,
Salzburg,,,s'altsb3:g,,s'Alzb3:g
sam,,,s'am,,
sama,,,s'Am@,,s'Qm@
samadhi,,,sam'adhI,sam'adhi:,s@m'Adi:
saman,,,s'am@n,,s'AmAn
Samantha,,,sa#m'anT@,,s@m'anT@
Samar,,,s'am@,s'am@`,s'amQr
samara,,,sam'Ar@,sam'Arr@,s'am@`@
Samarang,,,s'am@rang,s'am@`rang,s@m'ArAN
samaras,,,sam'Ar@z,sam'Arr@z,s'am@`@z
Samaria,,,sa#m'e@ri:@,sa#m'Eri:@,seIm@`'i:@
samariform,,,sa#m@r'IfO:m,sa#m@`r'IfO:rm,s'am@`@fO:rm
Samaritan,,,sa#m'arIt@n,,s@m'arIt@n
Samaritans,,,sa#m'arIt@nz,,s@m'ErIt@nz
samarium,,,sa#m'e@ri:@m,sa#m'Eri:@m,s@m'e@i:@m
Samarkand,,,s'amAkand,s'amArkand,s'amQrkand
samarskite,,,s'amAskaIt,s'amArskaIt,s@m'ArskaIt
samba,,,s'amb@,,
sambar,,,s'ambA,s'ambAr,s'amb@`
sambo,,,s'amboU,,
sambuca,,,s'ambju:k@,,sambj'u:k@
same,,,s'eIm,,
samek,,,s'eIm@k,,s'amIk
samekh,,,s'eIm@k,,s'Am@k
samel,,,s'eIm@l,,s'am@l
sameness,,,s'eImn@s,,
sames,,,s'eImz,,
samey,,,s'eImi:,,
samhita,,,samh'i:t@,,sVmhIt'A
Sami,,,s'Ami:,,s'ami:
samiel,,,s'ami:l,,samj'El
samisen,,,s'amaIs@n,,s'amIsEn
samite,,,s'amaIt,,
samlet,,,s'aml@t,,s'amlIt
Sammie,,,s'ami:,,
Sammy,,,s'ami:,,
Samoa,,,sam'oU@,,s@m'oU@
Samoan,,,s'amoUn,,s@m'oU@n
Samos,,,s'AmoUz,,s'eImQs
Samoset,,,s'am@sEt,,
Samothrace,,,s'am@TreIs,,
Samothracian,,,s'am@TreISi:@n,,sam@Tr'eIS@n
samovar,,,s'amu:vA,s'amu:vAr,s'am@vAr
Samoyedic,,,samOI'EdIk,,sam@j'EdIk
samp,,,s'amp,,
sampan,,,s'ampan,,
sampans,,,s'ampanz,,
samphire,,,s'amfaI@,s'amfaI@`,
sample,,,s'amp@l,,
sampled,,,s'amp@ld,,
sampler,,,s'ampl@,s'ampl@`,
samplers,,,s'ampl@z,s'ampl@`z,
samples,,,s'amp@lz,,
sampling,,,s'amplIN,,
samplings,,,s'amplINz,,
Sampson,,,s'amps@n,,
samsara,,,sams'Ar@,sams'Arr@,s@ms'Ar@
Samson,,,s'ams@n,,
Samsonite,,,s'ams@naIt,,
Samsun,,,s'amsVn,,sAms'u:n
Samsung,,,s'amsVN,,
Samuel,,,s'amju:l,,
Samuelson,,,s'amju:ls@n,,s'amju:@ls@n
samurai,,,s'amjUraI,,s'amUraI
samurais,,,s'amjUraIz,,s'am@`aIz
san,,,s'an,,
Sana,,,s'An@,,sAn'A
sanative,,,s'an@tIv,,
sanatorium,,,sana#t'O:ri:@m,sana#t'ori:@m,san@t'ori:@m
sanatory,,,s'an@t@ri:,s'an@tori:,
sanbenito,,,sanb@n'i:toU,,
Sanchez,,,s'antSEz,,
sancho,,,s'antSoU,,s'QnkoU
sanctification,,,sanktIfIk'eIS@n,,saNkt@f@k'eIS@n
sanctified,,,s'anktIfaId,,s'aNkt@faId
sanctify,,,s'anktIfaI,,s'aNktIfaI
sanctimonious,,,sanktIm'oUnI@s,,saNkt@m'oUni:@s
sanctimony,,,s'anktIm@nI,s'anktIm@ni:,s'aNktImoUni:
sanction,,,s'ankS@n,,s'aNkS@n
sanctioned,,,s'ankS@nd,,s'aNkS@nd
sanctioning,,,s'ankS@nIN,,s'aNkS@nIN
sanctions,,,s'ankS@nz,,s'aNkS@nz
sanctitude,,,s'anktItju:d,s'anktItu:d,s'aNktItu:d
sanctity,,,s'anktIti:,,s'aNktIti:
sanctuaries,,,s'anktju:@ri:z,s'anktju:Eri:z,s'aNktSu:Eri:z
sanctuary,,,s'anktju:@ri:,s'anktju:Eri:,s'aNktSu:Eri:
sanctum,,,s'ankt@m,,s'aNkt@m
Sanctus,,,s'ankt@s,,s'aNkt@s
sand,,,s'and,,
Sandakan,,,s'andak@n,,sAnd'AkAn
sandal,,,s'and@l,,
sandals,,,s'and@lz,,
sandalwood,,,s'and@lwUd,,
sandarac,,,s'anda#rak,,s'and@`ak
sandbag,,,s'andbag,,
sandbagged,,,s'andbagd,,
sandbagger,,,s'andbag@,s'andbag@`,
sandbaggers,,,s'andbag@z,s'andbag@`z,
sandbagging,,,s'andbagIN,,
sandbags,,,s'andbagz,,
sandbank,,,s'andbaNk,,
sandbar,,,s'andbA,s'andbAr,s'andbQr
sandblast,,,s'andblast,,
sandblasted,,,s'andblastId,s'andblastI#d,
sandbox,,,s'andbQks,s'andbAks,
sandboy,,,s'andbOI,,s'andbQi:
sandbur,,,s'andb3:,,
Sandburg,,,s'andb3:g,,s'andb@`g
sandcastle,,,s'andkas@l,,s'andkAs@l
sanded,,,s'andId,s'andI#d,
sander,,,s'and@,s'and@`,
sanderling,,,s'and3:lIN,,s'and@`lIN
sanders,,,s'and@z,s'and@`z,
sandfish,,,s'andfIS,,
sandfly,,,s'andflaI,,
sandhi,,,s'andhaI,,s'andi:
sandhill,,,s'andhIl,,
sandhog,,,s'andhQg,s'andhAg,s'andhO:g
sandhogs,,,s'andhQgz,s'andhAgz,s'andhO:gz
Sandhurst,,,s'andh3:st,,
sanding,,,s'andIN,,
Sandinista,,,s'andInIst@,,sandIn'Ist@
Sandinistas,,,s'andInIst@z,,sandIn'i:st@z
sandiver,,,s'andIv@,s'andIv@`,s'and@v@`
sandling,,,s'andlIN,,s'adlIN
sandlot,,,s'andlQt,s'andlAt,
sandman,,,s'andm@n,,s'andman
Sandoval,,,s'andu:v@l,,s'andoUv@l
sandpaper,,,s'andpeIp@,s'andpeIp@`,
sandpapery,,,s'andpeIp@ri:,s'andpeIpEri:,s'andpeIp@`i:
sandpiper,,,s'andpIp@,s'andpIp@`,s'andpaIp@`
sandpit,,,s'andpIt,,
Sandra,,,s'andr@,,
Sandrocottus,,,s'andr@kQt@s,s'andr@kAt@s,sandroUk'Qt@s
sands,,,s'andz,,
sandsoap,,,s'andsoUp,,
sandstone,,,s'andstoUn,,
sandstorm,,,s'andstO:m,s'andstorm,s'andstO:rm
sandstorms,,,s'andstO:mz,s'andstormz,s'andstO:rmz
sandwich,,,s'andwItS,,
sandwiched,,,s'andwItSt,,
sandwiches,,,s'andwItSIz,s'andwItSI#z,
sandwort,,,s'andwO:t,s'andwort,s'andw3:t
sandy,,,s'andi:,,
sane,,,s'eIn,,
sanely,,,s'eInli:,,
saneness,,,s'eInn@s,,s'eInEs
saner,,,s'eIn@,s'eIn@`,
Sanford,,,s'anf@d,s'anf@`d,
Sanforized,,,s'anf@raIzd,s'anf@`raIzd,s'anf@`aIzd
sang,,,s'aN,,
sanga,,,s'aNg@,,s'aN@
sangar,,,s'aNg@,s'aNg@`,s'aN@`
sangaree,,,s'aNga#ri:,,saN@`'i:
sanger,,,s'aNg@,s'aNg@`,s'aN@`
sangha,,,s'aNh@,,
Sangiovese,,,saNgIoUv'i:z,,sandZ'i:oUvi:s
sanglier,,,s'aNgli:@,s'aNgli:@`,s'aNli:@`
Sangraal,,,s'aNgrAl,,saNgr'eIl
sangria,,,s'aNgri:@,,saNgr'i:@
sanguiferous,,,saNgw'If@r@s,saNgw'If@`r@s,saNgw'If@`@s
sanguification,,,saNgwIfIk'eIS@n,,saNgw@f@k'eIS@n
sanguinaria,,,saNgwIn'e@ri:@,saNgwIn'Eri:@,saNgw@n'e@i:@
sanguinary,,,s'aNgwIn@ri:,s'aNgwInEri:,s'aNgw@nEri:
sanguine,,,s'aNgwIn,,
sanguineous,,,saNgw'aIni:@s,,saNgw'Ini:@s
sanguinolent,,,s'aNgwIn@l@nt,,saNgw'In@l@nt
sanguivorous,,,saNgw'Iv@r@s,saNgw'Iv@`r@s,saNgw'Iv@`@s
Sanhedrin,,,s'anhIdrIn,,sanh'i:drIn
sanicle,,,s'anIk@l,,
sanidine,,,s'anIdi:n,,
sanies,,,s'eInIz,,s'eIni:i:z
sanify,,,s'anIfaI,,
sanious,,,s'anI@s,,s'eIni:@s
sanitarian,,,sanIt'e@ri:@n,sanIt'Eri:@n,sanIt'e@i:@n
sanitarium,,,sanIt'e@ri:@m,sanIt'Eri:@m,sanIt'e@i:@m
sanitary,,,s'anIt@ri:,s'an@tEri:,s'anItEri:
sanitate,,,s'anIteIt,s'anI#teIt,
sanitation,,,sanIt'eIS@n,,
sanitise,,sanitize
sanitised,,sanitized
sanitiser,,sanitizer
sanitising,,sanitizing
sanitize,,,s'anItaIz,,
sanitized,,,s'anItaIzd,,
sanitizer,,,s'anItaIz@,s'anItaIz@`,
sanitizing,,,s'anItaIzIN,,s'an@taIzIN
sanity,,,s'anIti:,,
sanjak,,,s'andZak,,sAndZ'ak
sank,,,s'aNk,,
Sanka,,,s'aNk@,,
Sankara,,,saNk'Ar@,saNk'Arr@,sQnk'Qr@
Sankhya,,,s'aNkhI@,,s'ANkj@
sanko,,,s'ankoU,,s'aNkoU
Sanmicheli,,,s'anmItSEli:,,sAnmi:k'Eli:
sans,,,s'anz,,
sansculotte,,,s'anskjUlQt,s'anskjUlAt,sanzkjUl'Qt
sanserif,,,s'ans@rIf,s'ans@`rIf,sans'Eri:f
Sanskrit,,,s'anskrIt,,
Sansom,,,s'ans@m,,
sant,,,s'ant,,
Santa,,,s'ant@,,
santal,,,s'ant@l,,
santalaceous,,,santa#l'eIS@s,,sant@l'eIS@s
Santana,,,sant'An@,,sant'an@
Santayana,,,santeI'An@,,santi:'an@
Santee,,,s'anti:,,sant'i:
santeria,,,sant'i@I@,sant'i:@rI@,sant'Eri:@
Santiago,,,santI'AgoU,,sAntj'AgQ
santims,,,s'antImz,s'antI#mz,s'AntImz
santir,,,s'anti:@,s'antIr,s'Anti:r
santo,,,s'antoU,,
santon,,,s'ant@n,,
santonica,,,sant'QnIk@,sant'AnIk@,sant'Qn@k@
santonin,,,s'ant@nIn,,
santos,,,s'antoUz,,s'antoUs
Sao,,,s'aU,,
sap,,,s'ap,,
sapajou,,,s'apa#dZu:,,s'ap@dZu:
sapanwood,,,s'apa#nwUd,,s@p'anwUd
sapele,,,s'eIp@l,,s@p'i:li:
saphead,,,s'afEd,,s'aphEd
sapheaded,,,s'afEdId,s'afEdI#d,s'aphEdId
saphena,,,saf'i:n@,,s@f'i:n@
saphenous,,,s'af@n@s,,s@f'i:n@s
sapid,,,s'apId,,
sapidity,,,sap'IdIti:,,s@p'IdIti:
sapiens,,,s'api:@nz,,s'eIpi:@nz
sapient,,,s'api:@nt,,s'eIpi:@nt
sapiential,,,sapI'EnS@l,,seIpi:'EnS@l
sapiently,,,s'api:@ntli:,,s'eIpi:@ntli:
sapindaceous,,,sapInd'eIS@s,,
Sapir,,,s'api:@,s'apIr,s@p'i:r
sapless,,,s'apl@s,,s'aplIs
saplessness,,,s'apl@sn@s,,s'aplIsnEs
sapling,,,s'aplIN,,
saplings,,,s'aplINz,,
sapodilla,,,sap@d'Il@,,
saponaceous,,,sap@n'eIS@s,,
saponaceousness,,,sap@n'eIS@sn@s,,sap@n'eIS@snEs
saponification,,,sap@nIfIk'eIS@n,,s@pQn@f@k'eIS@n
saponify,,,sap'QnIfaI,sap'AnIfaI,s@p'An@faI
saponin,,,s'ap@nIn,,
sapor,,,s'ap@,s'ap@`,s'eIp@`
saporific,,,sapO:r'IfIk,sapor'IfIk,sap@`'IfIk
saporous,,,s'ap@r@s,s'ap@`r@s,s'ap@`@s
sapota,,,sap'oUt@,,s@p'oUt@
sapotaceous,,,sap@t'eIS@s,,
sapour,,sapor
sappanwood,,,s'apa#nwUd,,s@p'anwUd
sapped,,,s'apt,,
sapper,,,s'ap@,s'ap@`,
sappers,,,s'ap@z,s'ap@`z,
sapphic,,,s'afIk,,
Sapphira,,,saf'i@@,saf'i:@r@,s@f'aIr@
sapphire,,,s'afaI@,s'afaI@`,
sapphires,,,s'afaI@z,s'afaI@`z,
sapphirine,,,s'afIri:n,,s'af@`In
sapphism,,,s'afIz@m,,
sapping,,,s'apIN,,
Sapporo,,,sap'O:roU,sap'oroU,s@p'O:roU
sappy,,,s'api:,,
sapraemia,,sapremia
sapremia,,,sapr'i:mi:@,,s@pr'i:mi:@
saprogenic,,,seIproUdZ'EnIk,,saproUdZ'EnIk
saprogenous,,,seIpr'QdZ@n@s,seIpr'AdZ@n@s,s@pr'QdZ@n@s
saprolegnia,,,seIpr'oUlgni:@,,sapr@l'Egni:@
saprolite,,,s'eIpr@laIt,,s'apr@laIt
saprophagous,,,seIpr@f'ag@s,,sapr'Qf@g@s
saprophyte,,,s'eIpr@faIt,,s'apr@faIt
saprophytic,,,seIpr@f'ItIk,,sapr@f'ItIk
saps,,,s'aps,,
sapsago,,,saps'eIgoU,,s'aps@goU
sapsucker,,,s'apsVk@,s'apsVk@`,
sapwood,,,s'apwUd,,
sar,,,s'A,s'Ar,s'Qr
Sara,,,s'Ar@,s'Arr@,s'e@@
saraband,,,s'ara#band,,s'ar@band
Saracen,,,s'areIs@n,,s'ar@s@n
Saracenic,,,sar'eIsnIk,,sar@s'EnIk
Saracens,,,s'areIs@nz,,s'Er@s@nz
Saragossa,,,s'ara#gQs@,s'ara#gAs@,sar@g'As@
Sarah,,,s'e@r@,s'Er@,s'e@@
Sarajevo,,,sara#j'eIvoU,,sQr@j'eIvoU
saran,,,s'ar@n,,s@`'an
sarangi,,,s'ara#Ngi:,s'araNgi:,s'Ar@Ngi:
Saransk,,,s'aransk,,sAr'Ansk
Sarasota,,,sara#s'oUt@,,sar@s'oUt@
Saratov,,,s'ara#tQv,s'ara#tAv,s'Er@tO:v
Sarawak,,,s'ara#wak,,s@`'AwAk
sarcasm,,,s'Akaz@m,s'Arkaz@m,
sarcastic,,,sAk'astIk,sArk'astIk,
sarcastically,,,sAk'astIkli:,sArk'astIkli:,sArk'astIk@li:
sarcenet,,,s'As@nEt,s'Ars@nEt,
sarcina,,,s'AsIn@,s'ArsIn@,s'Ars@n@
sarcocarp,,,s'Ak@kAp,s'Ark@kArp,s'ArkoUkArp
sarcode,,,s'AkoUd,s'ArkoUd,
sarcoid,,,s'AkOId,s'ArkOId,
sarcoidosis,,,sAkOId'oUsIs,sArkOId'oUsIs,
sarcolemma,,,s'AkoUlm@,s'ArkoUlm@,sArkoUl'Em@
sarcology,,,sAk'Ql@dZi:,sArk'Al@dZi:,sArk'Ql@dZi:
sarcoma,,,sAk'oUm@,sArk'oUm@,
sarcomatosis,,,sAk@ma#t'oUsIs,sArk@ma#t'oUsIs,sArkoUm@t'oUsIs
sarcomatous,,,sAk@m'at@s,sArk@m'at@s,sArk'oUm@t@s
sarcophagic,,,sAk'Qf@dZIk,sArk'Af@dZIk,sArk@f'adZIk
sarcophagous,,,sAk'Qf@g@s,sArk'Af@g@s,sArk'Qf@g@s
sarcophagus,,,sAk'Qf@g@s,sArk'Af@g@s,sArk'Qf@g@s
sarcoplasm,,,s'Ak@plaz@m,s'Ark@plaz@m,s'Vrk@plaz@m
sarcous,,,s'Ak@s,s'Ark@s,
sard,,,s'Ad,s'Ard,
Sardanapalus,,,s'Ada#neIpal@s,s'Arda#neIpal@s,sArd@n@p'eIl@s
sardelle,,,s'AdEl,s'ArdEl,sArd'El
Sardian,,,s'Adi:@n,s'Ardi:@n,
sardine,,,sAd'i:n,sArd'i:n,s'ArdaIn
sardines,,,sAd'i:nz,sArd'i:nz,sQrd'i:nz
Sardinia,,,sAd'Ini:@,sArd'Ini:@,
Sardinian,,,sAd'Ini:@n,sArd'Ini:@n,
Sardis,,,s'AdIz,s'ArdIz,s'ArdIs
sardius,,,s'AdI@s,s'ArdI@s,s'Ardi:@s
sardonic,,,sAd'QnIk,sArd'AnIk,sArd'QnIk
sardonically,,,sAd'QnIkli:,sArd'AnIkli:,sQrd'QnIk@li:
sardonyx,,,s'Ad@nIks,s'Ard@nIks,sArd'QnIks
Sardou,,,s'Adu:,s'Ardu:,sArd'u:
sargasso,,,sAg'asoU,sArg'asoU,sQrg'asoU
sargassum,,,s'Ag@S@m,s'Arg@S@m,sArg'as@m
sarge,,,s'AdZ,s'ArdZ,s'QrdZ
Sargent,,,s'AdZ@nt,s'ArdZ@nt,
sargo,,,s'AgoU,s'ArgoU,
Sargon,,,s'Ag@n,s'Arg@n,s'ArgAn
sari,,,s'Ari:,s'Arri:,
sarin,,,s'ArIn,,s'QrIn
saris,,,s'ArIs,,s'Qri:z
sark,,,s'Ak,s'Ark,s'Qrk
sarky,,,s'Aki:,s'Arki:,
Sarmatia,,,sAm'eIS@,sArm'eIS@,sArm'eISi:@
Sarmatian,,,sAm'eIS@n,sArm'eIS@n,sQrm'eIS@n
sarmentaceous,,,sAm@nt'eIS@s,sArm@nt'eIS@s,
sarmentose,,,s'Am@ntoUz,s'Arm@ntoUz,sArm'EntoUs
sarmentum,,,sAm'Ent@m,sArm'Ent@m,
Sarnen,,,s'An@n,s'Arn@n,z'Arn@n
sarney,,,s'AnI,s'Arni:,s'Qrni:
Sarnoff,,,s'AnQf,s'ArnO:f,s'QrnO:f
sarong,,,s'arQN,s'arO:N,s@`'O:N
sarongs,,,s'arQNz,s'arO:Nz,s@`'O:Nz
saronic,,,sar'QnIk,sar'AnIk,s@`'QnIk
saros,,,s'aroUz,,s'e@Qs
Saroyan,,,s'arOI@n,,s@`'OI@n
sarracenia,,,sareIs'i:ni:@,,sar@s'i:ni:@
sarraceniaceous,,,sareIsi:nI'eIS@s,,sar@si:ni:'eIS@s
Sarraute,,,s'arO:t,,sar'oUt
sarrazin,,,s'areIzIn,,s'ar@zIn
Sarre,,,s'A,s'Ar,s'ar
